numeroPedido,clienteId,fechaEntrega,estado,zonaEntrega,requiereRefrigeracion
P2835,CLI-001,2026-04-05,PENDIENTE,ZONA3,false
P2836,CLI-001,2026-03-30,PENDIENTE,ZONA2,false
P2837,CLI-001,2026-03-31,CONFIRMADO,ZONA2,true
P2838,CLI-002,2026-03-24,ENTREGADO,ZONA3,false
P2839,CLI-999,2026-03-21,ENTREGADO,ZONA2,false
P2840,CLI-002,2026-04-11,EN_RUTA,ZONA1,true
P2841,CLI-002,2026-04-07,PENDIENTE,ZONA1,false
P2842,CLI-001,2026-04-08,PROCESANDO,ZONA1,false
P2843,CLI-999,2026-04-13,PENDIENTE,ZONA1,false
P2844,CLI-001,2026-04-10,PENDIENTE,ZONA3,false
P2845,CLI-001,2026-04-03,PENDIENTE,ZONA1,true
P2846,CLI-002,2026-03-22,ENTREGADO,ZONA1,false
P2847,CLI-002,2026-04-12,PROCESANDO,ZONA2,false
P2848,CLI-001,2026-04-12,CONFIRMADO,ZONA2,true
P2849,CLI-001,2026-04-12,CONFIRMADO,ZONA2,true
P2850,CLI-001,2026-04-09,CONFIRMADO,ZONA3,false
P2851,CLI-999,2026-04-04,ENTREGADO,ZONA1,true
P2852,CLI-999,2026-03-18,ENTREGADO,ZONA2,false
P2853,CLI-002,2026-03-28,PENDIENTE,ZONA2,false
P2854,CLI-999,2026-03-24,ENTREGADO,ZONA1,true
P2855,CLI-999,2026-04-14,ENTREGADO,ZONA2,false
P2856,CLI-002,2026-03-17,CONFIRMADO,ZONA1,true
P2857,CLI-002,2026-04-15,ENTREGADO,ZONA1,false
P2858,CLI-001,2026-03-11,ENTREGADO,ZONA1,true
P2859,CLI-001,2026-04-15,ENTREGADO,ZONA2,true
P2860,CLI-001,2026-03-29,CONFIRMADO,ZONA2,false
P2861,CLI-001,2026-03-23,ENTREGADO,ZONA2,true
P2862,CLI-002,2026-03-16,CONFIRMADO,ZONA2,false
P2863,CLI-001,2026-03-29,PENDIENTE,ZONA2,false
P2864,CLI-001,2026-03-24,PENDIENTE,ZONA1,true
P2865,CLI-001,2026-03-26,ENTREGADO,ZONA3,false
P2866,CLI-001,2026-04-11,PENDIENTE,ZONA1,false
P2867,CLI-001,2026-04-07,CONFIRMADO,ZONA3,false
P2868,CLI-002,2026-04-05,PENDIENTE,ZONA3,false
P2869,CLI-001,2026-03-17,PENDIENTE,ZONA2,false
P2870,CLI-002,2026-03-24,PENDIENTE,ZONA1,true
P2871,CLI-001,2026-04-04,CONFIRMADO,ZONA1,false
P2872,CLI-002,2026-03-22,PENDIENTE,ZONA3,false
P2873,CLI-002,2026-04-11,CONFIRMADO,ZONA1,true
P2874,CLI-002,2026-04-07,PENDIENTE,ZONA2,true
P2875,CLI-001,2026-03-26,PENDIENTE,ZONA2,false
P2876,CLI-001,2026-03-29,ERROR_ESTADO,ZONA2,false
P2877,CLI-001,2026-03-25,CONFIRMADO,ZONA2,false
P2878,CLI-002,2026-04-02,ENTREGADO,ZONA1,false
P2879,CLI-002,2026-03-22,PENDIENTE,ZONA3,false
P2880,CLI-002,2026-04-09,PROCESANDO,ZONA2,false
P2881,CLI-002,2026-04-15,PENDIENTE,ZONA1,false
P2882,CLI-001,2026-04-09,CONFIRMADO,ZONA2,false
P2883,CLI-001,2026-03-30,ENTREGADO,ZONA1,true
P2884,CLI-002,2026-03-17,CONFIRMADO,ZONA1,false
P2885,CLI-001,2026-03-24,PENDIENTE,ZONA1,true
P2886,CLI-002,2026-04-15,CONFIRMADO,ZONA1,false
P2887,CLI-002,2026-03-27,ENTREGADO,ZONA1,true
P2888,CLI-002,2026-04-12,PENDIENTE,ZONA2,false
P2889,CLI-002,2026-03-31,CONFIRMADO,ZONA1,true
P2890,CLI-002,2026-03-23,EN_RUTA,ZONA2,false
P2891,CLI-002,2026-04-05,CONFIRMADO,ZONA2,true
P2892,CLI-002,2026-03-18,PENDIENTE,ZONA1,true
P2893,CLI-002,2026-04-11,ENTREGADO,ZONA2,true
P2894,CLI-002,2026-04-08,CONFIRMADO,ZONA1,false
P2895,CLI-002,2026-04-05,CONFIRMADO,ZONA2,true
P2896,CLI-002,2026-03-19,ERROR_ESTADO,ZONA2,false
P2897,CLI-001,2026-04-04,PENDIENTE,ZONA2,false
P2898,CLI-001,2026-03-29,CONFIRMADO,ZONA1,true
P2899,CLI-002,2026-04-08,PENDIENTE,ZONA2,true
P2900,CLI-002,2026-03-05,ENTREGADO,ZONA1,true
P2901,CLI-001,2026-03-21,ENTREGADO,ZONA2,false
P2902,CLI-002,2026-04-08,CANCELADO,ZONA1,false
P2903,CLI-002,2026-03-08,CONFIRMADO,ZONA1,true
P2904,CLI-002,2026-04-07,CONFIRMADO,ZONA3,false
P2905,CLI-002,2026-03-31,CANCELADO,ZONA2,false
P2906,CLI-001,2026-04-03,CANCELADO,ZONA1,false
P2907,CLI-002,2026-03-19,CONFIRMADO,ZONA1,false
P2908,CLI-002,2026-03-20,PENDIENTE,ZONA2,true
P2909,CLI-002,2026-04-06,PENDIENTE,ZONA2,false
P2910,CLI-001,2026-04-15,ENTREGADO,ZONA2,false
P2911,CLI-002,2026-04-06,CONFIRMADO,ZONA3,false
P2912,CLI-002,2026-03-21,ENTREGADO,ZONA1,true
P2913,CLI-001,2026-03-27,PENDIENTE,ZONA2,true
P2914,CLI-001,2026-03-31,PENDIENTE,ZONA2,false
P2915,CLI-002,2026-03-25,CANCELADO,ZONA2,false
P2916,CLI-001,2026-04-04,PENDIENTE,ZONA2,true
P2917,CLI-001,2026-03-21,PENDIENTE,ZONA2,false
P2918,CLI-002,2026-03-16,PENDIENTE,ZONA1,false
P2919,CLI-002,2026-03-09,PENDIENTE,ZONA1,true
P2920,CLI-002,2026-04-05,CONFIRMADO,ZONA3,false
P2921,CLI-002,2026-03-23,ENTREGADO,ZONA3,false
P2922,CLI-002,2026-03-01,CONFIRMADO,ZONA2,false
P2923,CLI-002,2026-03-28,CONFIRMADO,ZONA2,false
P2924,CLI-001,2026-04-02,ENTREGADO,ZONA1,true
P2925,CLI-002,2026-04-02,PENDIENTE,ZONA1,false
P2926,CLI-001,2026-04-11,CONFIRMADO,ZONA3,false
P2927,CLI-002,2026-03-30,PENDIENTE,ZONA2,false
P2928,CLI-002,2026-03-25,PENDIENTE,ZONA1,true
P2929,CLI-002,2026-03-26,ENTREGADO,ZONA1,false
P2930,CLI-001,2026-03-10,PENDIENTE,ZONA1,false
P2931,CLI-001,2026-03-26,PENDIENTE,ZONA2,true
P2932,CLI-002,2026-03-25,ENTREGADO,ZONA1,false
P2933,CLI-002,2026-04-03,PENDIENTE,ZONA1,false
P2934,CLI-001,2026-04-03,CANCELADO,ZONA1,false
P2935,CLI-999,2026-04-12,PENDIENTE,ZONA1,false
P2936,CLI-999,2026-03-19,PENDIENTE,ZONA2,false
P2937,CLI-001,2026-04-09,CONFIRMADO,ZONA2,false
P2938,CLI-001,2026-04-09,ENTREGADO,ZONA2,true
P2939,CLI-002,2026-04-05,CONFIRMADO,ZONA3,false
P2940,CLI-002,2026-03-31,CONFIRMADO,ZONA1,false
P2941,CLI-002,2026-04-03,CONFIRMADO,ZONA3,false
P2942,CLI-002,2026-04-04,CONFIRMADO,ZONA2,false
P2943,CLI-001,2026-04-03,PENDIENTE,ZONA2,false
P2944,CLI-999,2026-04-02,CONFIRMADO,ZONA1,true
P2945,CLI-001,2026-04-08,ERROR_ESTADO,ZONA2,false
P2946,CLI-002,2026-04-01,ENTREGADO,ZONA2,false
P2947,CLI-002,2026-04-13,ENTREGADO,ZONA2,true
P2948,CLI-001,2026-04-04,PENDIENTE,ZONA2,false
P2949,CLI-001,2026-03-10,PENDIENTE,ZONA2,false
P2950,CLI-001,2026-03-19,ENTREGADO,ZONA1,true
P2951,CLI-001,2026-03-21,CONFIRMADO,ZONA2,false
P2952,CLI-002,2026-03-04,CONFIRMADO,ZONA1,false
P2953,CLI-002,2026-04-03,ENTREGADO,ZONA1,false
P2954,CLI-002,2026-04-02,CONFIRMADO,ZONA2,false
P2955,CLI-002,2026-03-19,ENTREGADO,ZONA2,true
P2956,CLI-002,2026-03-21,ENTREGADO,ZONA3,false
P2957,CLI-001,2026-04-03,PENDIENTE,ZONA2,false
P2958,CLI-999,2026-03-20,CONFIRMADO,ZONA2,false
P2959,CLI-001,2026-03-09,CONFIRMADO,ZONA2,false
P2960,CLI-001,2026-04-07,PENDIENTE,ZONA3,false
P2961,CLI-002,2026-03-26,PENDIENTE,ZONA2,false
P2962,CLI-002,2026-04-07,ENTREGADO,ZONA2,false
P2963,CLI-002,2026-03-25,ENTREGADO,ZONA1,true
P2964,CLI-001,2026-04-13,CONFIRMADO,ZONA1,true
P2965,CLI-001,2026-04-08,PENDIENTE,ZONA3,false
P2966,CLI-001,2026-03-27,PENDIENTE,ZONA1,true
P2967,CLI-001,2026-03-03,CONFIRMADO,ZONA1,false
P2968,CLI-999,2026-03-24,PENDIENTE,ZONA1,true
P2969,CLI-002,2026-04-08,PENDIENTE,ZONA1,false
P2970,CLI-001,2026-04-11,CANCELADO,ZONA1,true
P2971,CLI-001,2026-03-22,EN_RUTA,ZONA2,false
P2972,CLI-002,2026-03-03,ENTREGADO,ZONA2,false
P2973,CLI-002,2026-04-01,CONFIRMADO,ZONA1,false
P2974,CLI-001,2026-04-06,ENTREGADO,ZONA1,true
P2975,CLI-001,2026-03-18,CONFIRMADO,ZONA1,false
P2976,CLI-002,2026-03-28,CONFIRMADO,ZONA2,false
P2977,CLI-002,2026-03-11,ENTREGADO,ZONA1,true
P2978,CLI-001,2026-03-28,CONFIRMADO,ZONA2,false
P2979,CLI-001,2026-04-13,ENTREGADO,ZONA2,false
P2980,CLI-001,2026-03-23,CONFIRMADO,ZONA3,false
P2981,CLI-001,2026-03-02,ENTREGADO,ZONA1,false
P2982,CLI-001,2026-04-11,ENTREGADO,ZONA2,false
P2983,CLI-002,2026-03-17,PENDIENTE,ZONA2,false
P2984,CLI-002,2026-03-24,PENDIENTE,ZONA2,true
P2985,CLI-002,2026-04-15,PENDIENTE,ZONA2,false
P2986,CLI-001,2026-03-28,PENDIENTE,ZONA3,false
P2987,CLI-002,2026-03-17,CONFIRMADO,ZONA2,false
P2988,CLI-001,2026-03-20,ENTREGADO,ZONA2,false
P2989,CLI-001,2026-03-27,ENTREGADO,ZONA3,false
P2990,CLI-001,2026-03-29,ENTREGADO,ZONA2,false
P2991,CLI-999,2026-04-03,ENTREGADO,ZONA2,false
P2992,CLI-001,2026-04-10,CONFIRMADO,ZONA2,false
P2993,CLI-002,2026-03-10,ENTREGADO,ZONA1,false
P2994,CLI-001,2026-03-30,PENDIENTE,ZONA2,false
P2995,CLI-002,2026-03-08,ENTREGADO,ZONA1,true
P2996,CLI-002,2026-03-18,ERROR_ESTADO,ZONA2,false
P2997,CLI-001,2026-04-10,ERROR_ESTADO,ZONA1,false
P2998,CLI-002,2026-04-07,CONFIRMADO,ZONA2,false
P2999,CLI-002,2026-03-21,ENTREGADO,ZONA3,false
P3000,CLI-001,2026-03-07,CONFIRMADO,ZONA2,false
